Orthogroup_ID	CAFE_p-value	transcript_ID_native	Flybase_ID	Cluster_function	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	Flybase_summary
N0.HOG0000027	0.0	rna-NM_001299221.1	FBgn0033121	The gene Cytochrome P450 6u1 is referred to in FlyBase by the symbol Dmel\Cyp6u1 (CG3567, FBgn0033121). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 2R:6971996..6975026. Its molecular function is described by: heme binding; iron ion binding; monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen. The biological processes in which it is involved are not known. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, during early larval stages, during late pupal stages, in adult female stages.	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
N0.HOG0000027	0.0	rna-NM_001299506.1	FBgn0033982	The gene Cytochrome P450 317a1 is referred to in FlyBase by the symbol Dmel\Cyp317a1 (CG17453, FBgn0033982). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 2R:14898312..14903095. Its molecular function is described by: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity; iron ion binding; heme binding. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, at stages throughout the larval period, during late pupal stages, in stages of adults of both sexes.	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
N0.HOG0000027	0.0	rna-NM_001299502.1	FBgn0013773	The gene Cytochrome P450 6a22 is referred to in FlyBase by the symbol Dmel\Cyp6a22 (CG10240, FBgn0013773). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 2R:14871366..14873705. Its molecular function is described by: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity; iron ion binding; heme binding. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: partially lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages.	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
N0.HOG0000027	0.0	rna-NM_137156.3	FBgn0033978	The gene Cytochrome P450 6a23 is referred to in FlyBase by the symbol Dmel\Cyp6a23 (CG10242, FBgn0033978). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:14875829..14877654. Its molecular function is described by: iron ion binding; heme binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity. The biological processes in which it is involved are not known. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, during late larval stages.	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
N0.HOG0000027	0.0	rna-NM_001299504.1	FBgn0015714	The gene Cytochrome P450 6a17 is referred to in FlyBase by the symbol Dmel\Cyp6a17 (CG10241, FBgn0015714). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:14873953..14875739. Its molecular function is described by: iron ion binding; heme binding; monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen. It is involved in the biological process described with: thermosensory behavior. 11 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal temperature response; viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, during early pupal stages, in adult male stages.	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
N0.HOG0000027	0.0	rna-NM_137157.4	FBgn0033979	The gene Cytochrome P450 6a19 is referred to in FlyBase by the symbol Dmel\Cyp6a19 (CG10243, FBgn0033979). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:14877786..14879752. Its molecular function is described by: heme binding; iron ion binding; monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
N0.HOG0000027	0.0	rna-NM_079025.5	FBgn0013772	The gene Cytochrome P450 6a8 is referred to in FlyBase by the symbol Dmel\Cyp6a8 (CG10248, FBgn0013772). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:14887171..14889010. Its molecular function is described by 7 unique terms, many of which group under: catalytic activity; oxidoreductase activity; binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity. It is involved in the biological process described with: response to caffeine; insecticide metabolic process; lauric acid metabolic process. 11 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
N0.HOG0000027	0.0	rna-NM_001300633.1	FBgn0039519	The gene Cytochrome P450 6a18 is referred to in FlyBase by the symbol Dmel\Cyp6a18 (CG13977, FBgn0039519). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:27478675..27482904. Its molecular function is described by: iron ion binding; heme binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed at stages throughout the larval period, during late pupal stages, in adult male stages.	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
N0.HOG0000027	0.0	rna-NM_137159.4	FBgn0288232	The gene Cytochrome P450 6a21 is referred to in FlyBase by the symbol Dmel\Cyp6a21 (CG10247, FBgn0288232). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:14885264..14886947. Its molecular function is described by: iron ion binding; heme binding; monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen. The biological processes in which it is involved are not known. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable.	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
N0.HOG0000027	0.0	rna-NM_078904.2	FBgn0000473	None	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71
